date,open,high,low,close,volume,trading_value
2024-06-21,50000.0,50306.0,49961.0,50000.0,1320698,66034900000.0
2024-06-24,50338.0,51474.0,49916.0,51044.0,2140708,109270227635.0
2024-06-25,50720.0,51048.0,49552.0,50307.0,1958738,98537442909.0
2024-06-26,50404.0,50878.0,49994.0,50473.0,1935346,97683262205.0
2024-06-27,50306.0,50727.0,49610.0,49758.0,2500785,124433809055.0
2024-06-28,49445.0,50246.0,47219.0,47632.0,1103836,52578056931.0
2024-07-01,47382.0,48196.0,45609.0,46079.0,2096034,96582442617.0
2024-07-02,45921.0,47493.0,45458.0,47170.0,1744561,82291237290.0
2024-07-03,46867.0,47875.0,46575.0,47756.0,1775736,84802079643.0
2024-07-04,47693.0,48012.0,47100.0,47768.0,604987,28898875772.0
2024-07-05,47580.0,47992.0,47160.0,47281.0,840414,39735625802.0
2024-07-08,47463.0,47627.0,46634.0,47154.0,783317,36936284496.0
2024-07-09,47064.0,47287.0,43599.0,44651.0,990815,44241046936.0
2024-07-10,44894.0,45489.0,43764.0,43804.0,2094370,91742277625.0
2024-07-11,43316.0,46658.0,42590.0,46083.0,1066195,49133269678.0
2024-07-12,45876.0,46580.0,44892.0,45234.0,1267732,57345126278.0
2024-07-15,45249.0,46068.0,44785.0,45352.0,1470186,66676447823.0
2024-07-16,45656.0,47337.0,45397.0,47167.0,789884,37256709589.0
2024-07-17,46919.0,47346.0,46511.0,47272.0,1204586,56942703931.0
2024-07-18,47480.0,47799.0,47078.0,47568.0,731796,34809897810.0
2024-07-19,47383.0,47465.0,44810.0,46112.0,1368437,63101364452.0
2024-07-22,46107.0,46375.0,44477.0,45232.0,1762039,79700975116.0
2024-07-23,45060.0,47503.0,44605.0,47380.0,1771872,83950527539.0
2024-07-24,47280.0,47989.0,46748.0,47514.0,1232075,58540812842.0
2024-07-25,47580.0,48072.0,46259.0,46562.0,862847,40176094907.0
2024-07-26,46890.0,47221.0,46484.0,46669.0,677243,31606205597.0
2024-07-29,46426.0,47661.0,45853.0,47437.0,2003119,95022202606.0
2024-07-30,47783.0,49698.0,46541.0,47221.0,1489772,70349099813.0
2024-07-31,47458.0,47812.0,44820.0,45426.0,1332367,60524149892.0
2024-08-01,44833.0,45291.0,44676.0,45054.0,598133,26948155819.0
2024-08-02,45293.0,45501.0,44026.0,44991.0,1775193,79868415756.0
2024-08-05,44348.0,44906.0,43635.0,44730.0,1996031,89282037468.0
2024-08-06,44593.0,44888.0,43734.0,44623.0,1180607,52682337138.0
2024-08-07,44674.0,45159.0,43333.0,44278.0,1304736,57771117903.0
2024-08-08,44247.0,45130.0,44004.0,45123.0,1345546,60714753128.0
2024-08-09,45058.0,45550.0,44047.0,45384.0,570334,25883924152.0
2024-08-12,45546.0,45797.0,45206.0,45457.0,1903966,86548752831.0
2024-08-13,46004.0,46439.0,45001.0,45802.0,1633864,74833714127.0
2024-08-14,45516.0,46594.0,45239.0,46192.0,1777893,82125193277.0
2024-08-15,45640.0,46079.0,45629.0,46043.0,909558,41878606397.0
2024-08-16,46304.0,46862.0,45468.0,45596.0,1501705,68472273094.0
2024-08-19,45618.0,46537.0,45566.0,46077.0,1193083,54974072649.0
2024-08-20,46073.0,47076.0,45913.0,46495.0,1082170,50315137009.0
2024-08-21,46852.0,47567.0,46662.0,47245.0,2413754,114037393443.0
2024-08-22,47322.0,49071.0,46868.0,48871.0,1646396,80460229316.0
2024-08-23,49245.0,50526.0,48459.0,50372.0,883224,44489738379.0
2024-08-26,50182.0,50300.0,49020.0,49289.0,1937449,95494953986.0
2024-08-27,49327.0,49730.0,47496.0,48060.0,919277,44180389284.0
2024-08-28,48145.0,48553.0,47317.0,47718.0,2411593,115075729055.0
2024-08-29,48416.0,48596.0,46705.0,46726.0,2034007,95041681736.0
2024-08-30,46965.0,47062.0,45561.0,45751.0,1791126,81945214817.0
2024-09-02,45869.0,45945.0,45353.0,45446.0,721445,32787121994.0
2024-09-03,45718.0,47000.0,45304.0,46357.0,2413863,111899189667.0
2024-09-04,46382.0,46990.0,45276.0,45317.0,1900010,86102791055.0
2024-09-05,45510.0,45930.0,44772.0,45446.0,2460467,111818254146.0
2024-09-06,45672.0,46960.0,45065.0,46782.0,2207942,103292586785.0
2024-09-09,46649.0,47742.0,46103.0,47363.0,1376854,65212009943.0
2024-09-10,47425.0,49293.0,47194.0,48781.0,2411196,117620585948.0
2024-09-11,48789.0,51106.0,47860.0,50395.0,1635442,82418584335.0
2024-09-12,50259.0,51348.0,49968.0,50288.0,2095270,105366126360.0
2024-09-13,50337.0,52307.0,49612.0,51553.0,968924,49951225359.0
2024-09-16,51702.0,51891.0,49542.0,49771.0,614370,30577507978.0
2024-09-17,49626.0,51144.0,49542.0,50812.0,2298085,116770474928.0
2024-09-18,50858.0,50900.0,48586.0,49231.0,1949420,95972225934.0
2024-09-19,49287.0,49633.0,47068.0,47708.0,1949420,93002094640.0
