date,open,high,low,close,volume,trading_value
2024-06-21,50000.0,50324.0,49926.0,50000.0,1265489,63274450000.0
2024-06-24,50220.0,51705.0,50086.0,51012.0,2470446,126022261342.0
2024-06-25,50953.0,53076.0,50776.0,52776.0,955695,50438070667.0
2024-06-26,52934.0,53024.0,51671.0,52457.0,1907532,100063781673.0
2024-06-27,52713.0,54211.0,52348.0,53547.0,1681076,90016216622.0
2024-06-28,53619.0,54010.0,53522.0,53833.0,1201126,64660134346.0
2024-07-01,54097.0,55075.0,51730.0,51790.0,1693579,87709812638.0
2024-07-02,51226.0,51808.0,50413.0,50739.0,947738,48087496639.0
2024-07-03,50931.0,51613.0,49250.0,49860.0,1111362,55412260654.0
2024-07-04,50602.0,51381.0,49087.0,49435.0,724638,35822375501.0
2024-07-05,49348.0,50349.0,49309.0,49970.0,894197,44683381126.0
2024-07-08,50215.0,50597.0,50121.0,50437.0,1140161,57506346380.0
2024-07-09,50043.0,50163.0,48649.0,48834.0,674358,32931521994.0
2024-07-10,48918.0,49367.0,48080.0,48569.0,1527710,74199272064.0
2024-07-11,48243.0,49148.0,48126.0,48828.0,2471816,120694529829.0
2024-07-12,48856.0,50005.0,48614.0,49988.0,966856,48330747710.0
2024-07-15,50213.0,50998.0,48566.0,49290.0,1583935,78071516468.0
2024-07-16,49073.0,49785.0,48611.0,49574.0,1982896,98299245861.0
2024-07-17,49281.0,49523.0,48395.0,48873.0,2027933,99112035447.0
2024-07-18,48836.0,49539.0,48750.0,49490.0,1389653,68774597975.0
2024-07-19,49379.0,50063.0,48456.0,48961.0,597426,29250605389.0
2024-07-22,48955.0,49267.0,48869.0,49064.0,2232874,109553670735.0
2024-07-23,49271.0,51330.0,48978.0,50918.0,1152620,58688989647.0
2024-07-24,51526.0,51693.0,49545.0,50057.0,1825655,91386469921.0
2024-07-25,49816.0,51296.0,49740.0,50992.0,1649264,84099914067.0
2024-07-26,50779.0,51621.0,48695.0,49488.0,1945277,96268411744.0
2024-07-29,49199.0,50298.0,49074.0,49730.0,1947968,96873049376.0
2024-07-30,49317.0,49485.0,48931.0,49368.0,897701,44317645458.0
2024-07-31,49748.0,50536.0,49379.0,49529.0,2369848,117375105712.0
2024-08-01,49604.0,50717.0,49349.0,50599.0,1567936,79335663136.0
2024-08-02,50505.0,50562.0,50213.0,50368.0,1431112,72082224533.0
2024-08-05,50442.0,50888.0,48616.0,49786.0,1740206,86637149415.0
2024-08-06,49809.0,50058.0,49025.0,49566.0,1104910,54765937928.0
2024-08-07,49643.0,50130.0,49043.0,49403.0,926915,45792798042.0
2024-08-08,49517.0,49978.0,49153.0,49362.0,1502688,74174963620.0
2024-08-09,49146.0,50525.0,48319.0,50279.0,1061774,53385111126.0
2024-08-12,50610.0,51273.0,50088.0,51056.0,676920,34560759206.0
2024-08-13,51403.0,51473.0,50169.0,50873.0,1007157,51237340554.0
2024-08-14,50811.0,52707.0,50384.0,52220.0,1647691,86042779237.0
2024-08-15,52222.0,53394.0,51364.0,53157.0,1409201,74909485294.0
2024-08-16,53400.0,53681.0,51983.0,52363.0,669833,35074421290.0
2024-08-19,52188.0,54716.0,51950.0,53931.0,1304468,70351338833.0
2024-08-20,54258.0,54476.0,53114.0,53307.0,1025293,54655660907.0
2024-08-21,53497.0,53827.0,52560.0,53155.0,1011349,53758406734.0
2024-08-22,53116.0,53505.0,52490.0,52821.0,1430795,75575877753.0
2024-08-23,52862.0,53616.0,51846.0,52177.0,1216791,63488333739.0
2024-08-26,51991.0,53041.0,50311.0,50868.0,1622904,82553449938.0
2024-08-27,50640.0,52836.0,50298.0,52323.0,1108816,58017098202.0
2024-08-28,52207.0,52807.0,51611.0,52432.0,2228212,116828575540.0
2024-08-29,52344.0,52702.0,51617.0,51669.0,1487912,76878440041.0
2024-08-30,51645.0,52194.0,49493.0,50377.0,1753936,88357942878.0
2024-09-02,50095.0,50520.0,48366.0,48845.0,2146575,104849112842.0
2024-09-03,48818.0,50542.0,48314.0,49751.0,1360664,67694362973.0
2024-09-04,49507.0,50232.0,47832.0,47926.0,640064,30675594844.0
2024-09-05,47996.0,48617.0,47260.0,47355.0,2175167,103004227351.0
2024-09-06,46773.0,46793.0,45067.0,46204.0,2486737,114897624094.0
2024-09-09,46042.0,46539.0,43372.0,43845.0,1637485,71794832153.0
2024-09-10,44427.0,44643.0,43849.0,43914.0,1899697,83423037175.0
2024-09-11,43838.0,44081.0,43446.0,43930.0,1631782,71684470023.0
2024-09-12,44178.0,45079.0,43781.0,44950.0,769321,34581101145.0
2024-09-13,44958.0,46645.0,44565.0,45959.0,2622769,120540555281.0
2024-09-16,46197.0,46604.0,43802.0,44512.0,991532,44134844629.0
2024-09-17,44310.0,44818.0,44233.0,44665.0,1320589,58984634124.0
2024-09-18,44785.0,45524.0,43150.0,43419.0,2130162,92489338352.0
2024-09-19,43893.0,44567.0,43803.0,44175.0,2130162,94099298761.0
