date,open,high,low,close,volume,trading_value
2024-06-21,50000.0,50972.0,49486.0,50000.0,1487466,74373300000.0
2024-06-24,49663.0,51325.0,49272.0,50785.0,1983842,100750082925.0
2024-06-25,50972.0,52620.0,50681.0,52617.0,1066417,56112017946.0
2024-06-26,52396.0,52929.0,51454.0,52457.0,2385085,125114978134.0
2024-06-27,52487.0,54820.0,52470.0,54342.0,1895478,103003454006.0
2024-06-28,54681.0,55585.0,52609.0,53965.0,1653276,89218496012.0
2024-07-01,53938.0,55026.0,53850.0,54350.0,645683,35093080627.0
2024-07-02,53995.0,54099.0,53720.0,53809.0,777330,41827667490.0
2024-07-03,54025.0,54169.0,52275.0,52379.0,1753844,91863803736.0
2024-07-04,52027.0,53052.0,50154.0,50293.0,1213248,61017861870.0
2024-07-05,50283.0,53150.0,50100.0,52474.0,1440332,75579358308.0
2024-07-08,52419.0,53113.0,50592.0,51081.0,1319316,67392477857.0
2024-07-09,51526.0,51950.0,51502.0,51765.0,1469802,76084480685.0
2024-07-10,51632.0,51673.0,50625.0,51222.0,1523204,78021715220.0
2024-07-11,51392.0,52316.0,51312.0,52271.0,1624063,84891282357.0
2024-07-12,52607.0,53695.0,52175.0,53080.0,2019220,107180257723.0
2024-07-15,53038.0,53993.0,50182.0,51479.0,1090975,56162206211.0
2024-07-16,51677.0,52034.0,51520.0,51882.0,1075777,55813840886.0
2024-07-17,51137.0,51557.0,50340.0,50937.0,1445203,73614435416.0
2024-07-18,51004.0,51303.0,50674.0,50842.0,620312,31538151123.0
2024-07-19,51143.0,51826.0,50909.0,51161.0,2013217,102998504823.0
2024-07-22,51288.0,52196.0,49448.0,49479.0,1984268,98179957051.0
2024-07-23,49089.0,50926.0,48338.0,50920.0,1076759,54828648987.0
2024-07-24,50913.0,50988.0,50302.0,50522.0,1298040,65579471417.0
2024-07-25,50568.0,50904.0,49298.0,50868.0,2002503,101862328696.0
2024-07-26,51072.0,51908.0,50579.0,50785.0,907353,46080204256.0
2024-07-29,50756.0,50915.0,49772.0,50163.0,840248,42148969269.0
2024-07-30,50489.0,52049.0,50243.0,51715.0,2299287,118906649964.0
2024-07-31,51512.0,51790.0,49568.0,50037.0,1148695,57476745177.0
2024-08-01,49430.0,50131.0,47791.0,48061.0,1703830,81886922461.0
2024-08-02,48161.0,49529.0,47316.0,49090.0,1501911,73728716189.0
2024-08-05,48948.0,49132.0,48091.0,48184.0,856117,41251221082.0
2024-08-06,48035.0,49682.0,47979.0,49326.0,689247,33997778224.0
2024-08-07,49531.0,49908.0,48509.0,49237.0,1220086,60073336244.0
2024-08-08,50044.0,50178.0,49532.0,49776.0,2000601,99582423798.0
2024-08-09,50057.0,50984.0,49714.0,50780.0,596933,30312274090.0
2024-08-12,50940.0,51424.0,50365.0,50978.0,2217501,113043006137.0
2024-08-13,50822.0,52425.0,50667.0,52081.0,1877363,97774303990.0
2024-08-14,51795.0,52925.0,51488.0,52254.0,1511658,78989600900.0
2024-08-15,52427.0,52824.0,50801.0,51500.0,1640985,84511217840.0
2024-08-16,51133.0,51967.0,50912.0,51568.0,1569858,80954260379.0
2024-08-19,51453.0,53383.0,51222.0,52583.0,1632467,85840322667.0
2024-08-20,52703.0,54074.0,52490.0,54051.0,1783411,96395810289.0
2024-08-21,53484.0,55402.0,53112.0,54361.0,2096597,113973129913.0
2024-08-22,54426.0,54911.0,53428.0,53671.0,1621098,87005294836.0
2024-08-23,53741.0,53832.0,52808.0,53128.0,653968,34743722171.0
2024-08-26,52913.0,54653.0,52910.0,54215.0,1187072,64356680421.0
2024-08-27,54411.0,54508.0,53001.0,53683.0,1077248,57829997680.0
2024-08-28,53415.0,53899.0,52192.0,53215.0,1698804,90401869119.0
2024-08-29,53352.0,53852.0,51225.0,51484.0,1226549,63148021447.0
2024-08-30,51792.0,52513.0,50698.0,51596.0,2031983,104842348832.0
2024-09-02,51932.0,52255.0,50219.0,50639.0,935060,47350524998.0
2024-09-03,49944.0,51050.0,49204.0,50778.0,1155816,58689582190.0
2024-09-04,50485.0,51541.0,49861.0,50794.0,1192246,60559323008.0
2024-09-05,51108.0,51922.0,50015.0,50071.0,2318203,116075485407.0
2024-09-06,49782.0,50312.0,48435.0,48876.0,1764680,86251345144.0
2024-09-09,49319.0,49517.0,48871.0,49397.0,765195,37798027065.0
2024-09-10,49202.0,49932.0,48670.0,49826.0,1377967,68659187447.0
2024-09-11,49541.0,50620.0,47764.0,48017.0,1464509,70321216486.0
2024-09-12,47890.0,48281.0,46889.0,47382.0,2081787,98639574306.0
2024-09-13,47075.0,47478.0,45906.0,47175.0,1544037,72839993070.0
2024-09-16,47589.0,48560.0,47309.0,48111.0,1657251,79732368390.0
2024-09-17,47804.0,48104.0,47287.0,47570.0,1798836,85570922311.0
2024-09-18,47477.0,47499.0,46383.0,46748.0,1466038,68533906490.0
2024-09-19,46839.0,47144.0,45751.0,46080.0,1466038,67555597557.0
