date,open,high,low,close,volume,trading_value
2024-06-21,70000.0,70438.0,68857.0,70000.0,695357,48674990000.0
2024-06-24,69970.0,70311.0,68698.0,69169.0,1863538,128898513452.0
2024-06-25,69048.0,69830.0,68990.0,69338.0,952061,66013841868.0
2024-06-26,70049.0,72920.0,68469.0,70750.0,2018074,142778116664.0
2024-06-27,70741.0,71985.0,68424.0,68528.0,1225417,83975181877.0
2024-06-28,68027.0,68863.0,67188.0,68058.0,1632785,111123538887.0
2024-07-01,68583.0,69837.0,67701.0,68457.0,1248201,85447640231.0
2024-07-02,68851.0,68873.0,68711.0,68721.0,618424,42499015722.0
2024-07-03,68929.0,69386.0,67131.0,67288.0,589340,39655296503.0
2024-07-04,68076.0,68978.0,66130.0,66579.0,811492,54028239592.0
2024-07-05,66525.0,68238.0,66197.0,67426.0,1341120,90426437612.0
2024-07-08,67097.0,67802.0,66958.0,67497.0,1500069,101250115653.0
2024-07-09,67525.0,68934.0,66752.0,68773.0,1519333,104488645846.0
2024-07-10,68384.0,68623.0,66225.0,67174.0,2516188,169022196656.0
2024-07-11,66619.0,69844.0,66155.0,69419.0,1030079,71507414716.0
2024-07-12,69165.0,69436.0,65794.0,65845.0,1078779,71032361869.0
2024-07-15,65582.0,66200.0,63814.0,64438.0,627712,40448201341.0
2024-07-16,64796.0,65191.0,64414.0,64473.0,659396,42512948890.0
2024-07-17,64088.0,66526.0,63800.0,66063.0,784973,51857282549.0
2024-07-18,65981.0,68825.0,65332.0,68175.0,1118590,76260077842.0
2024-07-19,68776.0,70848.0,68306.0,69814.0,1391910,97175453555.0
2024-07-22,70162.0,70663.0,69376.0,70108.0,2323445,162893221245.0
2024-07-23,70039.0,73319.0,68829.0,73277.0,1997703,146386345010.0
2024-07-24,73643.0,73733.0,72430.0,73556.0,2533673,186366132993.0
2024-07-25,73345.0,76176.0,73270.0,76023.0,2744355,208634962842.0
2024-07-26,76704.0,79480.0,76662.0,79280.0,1744938,138338619724.0
2024-07-29,79515.0,80881.0,76813.0,76879.0,1276849,98163360348.0
2024-07-30,77100.0,78695.0,75051.0,77905.0,1448629,112855015214.0
2024-07-31,78250.0,79449.0,76779.0,79308.0,2057767,163197265391.0
2024-08-01,79264.0,80278.0,77781.0,77912.0,1739395,135519032102.0
2024-08-02,77191.0,79151.0,77153.0,78305.0,742964,58177839847.0
2024-08-05,78950.0,81610.0,78638.0,81340.0,1880116,152928574468.0
2024-08-06,81299.0,81574.0,78558.0,80285.0,2502006,200873059014.0
2024-08-07,80225.0,84335.0,80154.0,82892.0,1386812,114955245234.0
2024-08-08,82646.0,86188.0,82461.0,85099.0,868058,73870633875.0
2024-08-09,84760.0,86424.0,83699.0,84345.0,2220499,187287092556.0
2024-08-12,84762.0,84981.0,81881.0,82037.0,1690977,138722644991.0
2024-08-13,81810.0,85043.0,81737.0,84932.0,2196486,186551040455.0
2024-08-14,84908.0,88432.0,84559.0,87784.0,1620795,142280649389.0
2024-08-15,87313.0,89925.0,86008.0,89610.0,809900,72575022090.0
2024-08-16,90105.0,90327.0,89226.0,89500.0,1733942,155187867276.0
2024-08-19,90415.0,90968.0,89456.0,89677.0,1602495,143706352631.0
2024-08-20,89687.0,91306.0,85853.0,87213.0,1146851,100020319574.0
2024-08-21,87225.0,89134.0,87215.0,88437.0,894477,79105083829.0
2024-08-22,88586.0,89845.0,87341.0,88607.0,1679022,148772528759.0
2024-08-23,88980.0,89313.0,85855.0,85927.0,1811061,155619328226.0
2024-08-26,85468.0,86259.0,84425.0,85389.0,837618,71523549704.0
2024-08-27,85623.0,85767.0,82296.0,84816.0,2349146,199244964730.0
2024-08-28,85051.0,86520.0,82052.0,82176.0,811486,66684885306.0
2024-08-29,82215.0,82928.0,81969.0,82318.0,1025022,84377999059.0
2024-08-30,82653.0,87284.0,81588.0,85651.0,1603207,137315670278.0
2024-09-02,86614.0,86730.0,85454.0,85785.0,1833429,157280577367.0
2024-09-03,86327.0,87954.0,85397.0,85731.0,1151692,98735297125.0
2024-09-04,87000.0,87364.0,84457.0,85133.0,1097832,93461689528.0
2024-09-05,85199.0,85709.0,83139.0,83302.0,1093676,91105243416.0
2024-09-06,83782.0,85600.0,83090.0,84824.0,1583799,134343416869.0
2024-09-09,84227.0,84866.0,84145.0,84226.0,1902931,160276170905.0
2024-09-10,84250.0,87746.0,83506.0,87569.0,1678364,146973209562.0
2024-09-11,87135.0,89191.0,86725.0,88771.0,1495248,132734749419.0
2024-09-12,88802.0,89256.0,85267.0,86373.0,1185795,102421119665.0
2024-09-13,85711.0,86189.0,85560.0,85868.0,1059499,90976769833.0
2024-09-16,85871.0,88186.0,85766.0,88084.0,1764338,155409188650.0
2024-09-17,88493.0,90707.0,87119.0,90048.0,1019759,91827584054.0
2024-09-18,90168.0,91483.0,88606.0,89405.0,1032232,92287067162.0
2024-09-19,90561.0,90994.0,89952.0,89981.0,1032232,92881026984.0
