date,open,high,low,close,volume,trading_value
2024-06-21,50000.0,50103.0,49593.0,50000.0,1700306,85015300000.0
2024-06-24,50189.0,50631.0,49213.0,50335.0,883930,44492982684.0
2024-06-25,50478.0,50561.0,50320.0,50498.0,1612054,81404853561.0
2024-06-26,50874.0,51415.0,50495.0,50546.0,1175493,59416440611.0
2024-06-27,50601.0,51608.0,48944.0,51581.0,1333684,68793310853.0
2024-06-28,51286.0,54094.0,51224.0,52850.0,2160216,114167698744.0
2024-07-01,52798.0,54361.0,51920.0,54007.0,2411594,130243378526.0
2024-07-02,54143.0,54220.0,52399.0,52450.0,1852624,97170071033.0
2024-07-03,52161.0,52358.0,50688.0,51040.0,1535148,78353596029.0
2024-07-04,51178.0,51996.0,50652.0,51625.0,1962101,101293756957.0
2024-07-05,51276.0,52346.0,51066.0,51508.0,1186678,61122982998.0
2024-07-08,51060.0,52564.0,50654.0,52042.0,1160228,60380620170.0
2024-07-09,52062.0,55232.0,51199.0,54147.0,1935559,104804695584.0
2024-07-10,54403.0,55309.0,53991.0,55220.0,1606124,88689727667.0
2024-07-11,55227.0,55972.0,54543.0,55734.0,2082566,116068842537.0
2024-07-12,56126.0,56572.0,54497.0,54862.0,1653009,90686882857.0
2024-07-15,54529.0,55159.0,53971.0,54087.0,1031509,55791210973.0
2024-07-16,54224.0,54289.0,52776.0,53445.0,1960369,104771295011.0
2024-07-17,53279.0,53355.0,52166.0,52280.0,1953630,102136473247.0
2024-07-18,52693.0,53286.0,51187.0,51520.0,1674002,86244217090.0
2024-07-19,51475.0,53106.0,51069.0,52641.0,1743920,91802147711.0
2024-07-22,52671.0,55105.0,52651.0,55089.0,1499763,82620911746.0
2024-07-23,55463.0,55743.0,55166.0,55609.0,1335735,74279347315.0
2024-07-24,55727.0,58098.0,55115.0,57318.0,1888203,108227978820.0
2024-07-25,57489.0,58086.0,56015.0,57055.0,1144959,65325800290.0
2024-07-26,57539.0,59339.0,57483.0,59114.0,1921454,113584333520.0
2024-07-29,58497.0,60915.0,57878.0,60493.0,1303538,78854370860.0
2024-07-30,60896.0,61697.0,60137.0,60222.0,1008440,60730160907.0
2024-07-31,59912.0,60066.0,59679.0,59776.0,2498987,149378441930.0
2024-08-01,60309.0,62529.0,60273.0,62339.0,982452,61245082901.0
2024-08-02,62794.0,63304.0,61851.0,62981.0,1516969,95539631892.0
2024-08-05,62801.0,63324.0,62510.0,63311.0,1680369,106385029639.0
2024-08-06,63147.0,67563.0,63052.0,66418.0,1507062,100095758138.0
2024-08-07,66029.0,68021.0,65755.0,66688.0,1191342,79448638313.0
2024-08-08,66705.0,68265.0,65769.0,68182.0,1113557,75924201255.0
2024-08-09,68029.0,69899.0,68013.0,69507.0,1634968,113642531202.0
2024-08-12,69330.0,70009.0,67894.0,68020.0,1787282,121571511806.0
2024-08-13,68252.0,69487.0,66575.0,67439.0,2064325,139216853333.0
2024-08-14,67671.0,69788.0,64362.0,65904.0,1019182,67168444138.0
2024-08-15,65783.0,66294.0,65567.0,66119.0,1124799,74370207215.0
2024-08-16,65845.0,68111.0,65586.0,66850.0,1726574,115421032248.0
2024-08-19,66913.0,68174.0,66831.0,67720.0,1368485,92673656821.0
2024-08-20,67374.0,68945.0,66830.0,68642.0,2731674,187508612109.0
2024-08-21,68748.0,69342.0,65479.0,65970.0,2262036,149225401092.0
2024-08-22,65652.0,67400.0,65626.0,67186.0,1081758,72679466447.0
2024-08-23,67508.0,67754.0,64450.0,66425.0,863214,57338958005.0
2024-08-26,65782.0,66172.0,63815.0,64338.0,1233803,79380880412.0
2024-08-27,64393.0,64500.0,63304.0,64094.0,2111635,135343635636.0
2024-08-28,64261.0,65308.0,64089.0,65147.0,766795,49954708156.0
2024-08-29,65447.0,66037.0,63783.0,64285.0,1563734,100524498141.0
2024-08-30,64593.0,65328.0,62928.0,63933.0,1310760,83801312283.0
2024-09-02,64141.0,66270.0,63711.0,65460.0,2299782,150544082957.0
2024-09-03,65957.0,66624.0,62978.0,63300.0,2014442,127514527730.0
2024-09-04,63530.0,64573.0,60200.0,61218.0,1617621,99028101487.0
2024-09-05,61289.0,62017.0,61060.0,61651.0,1326543,81783080165.0
2024-09-06,61222.0,62000.0,60825.0,61208.0,1351895,82746305977.0
2024-09-09,60867.0,61090.0,59865.0,60294.0,912751,55033418183.0
2024-09-10,60182.0,60720.0,60050.0,60373.0,1710255,103252561860.0
2024-09-11,60287.0,62271.0,59666.0,61593.0,2103722,129575038435.0
2024-09-12,61149.0,61534.0,58755.0,59981.0,1915472,114891112575.0
2024-09-13,60100.0,61249.0,59667.0,60041.0,1810696,108716270740.0
2024-09-16,59641.0,61626.0,59495.0,60924.0,1831509,111583215903.0
2024-09-17,61306.0,62972.0,61260.0,62829.0,744736,46791142241.0
2024-09-18,63149.0,63462.0,61223.0,61818.0,1815953,112258540187.0
2024-09-19,62764.0,63144.0,62584.0,62888.0,1815953,114202161019.0
