date,open,high,low,close,volume,trading_value
2024-06-21,50000.0,50246.0,49695.0,50000.0,850955,42547750000.0
2024-06-24,50134.0,51268.0,49759.0,50877.0,1215666,61849125729.0
2024-06-25,50598.0,51081.0,49397.0,50067.0,961738,48151465214.0
2024-06-26,50368.0,50674.0,48921.0,48953.0,785579,38456672489.0
2024-06-27,48994.0,49333.0,47951.0,48132.0,1854285,89251304619.0
2024-06-28,48143.0,48804.0,48075.0,48802.0,1933490,94358497666.0
2024-07-01,48929.0,53004.0,48652.0,51601.0,1710229,88249684285.0
2024-07-02,51792.0,53076.0,51688.0,52484.0,2247232,117943553984.0
2024-07-03,52486.0,54722.0,52275.0,53746.0,2124028,114158035767.0
2024-07-04,53672.0,54828.0,53148.0,54344.0,1055727,57372915940.0
2024-07-05,54022.0,54600.0,53312.0,54172.0,1565463,84804065184.0
2024-07-08,54039.0,54155.0,53512.0,54006.0,2091180,112937121663.0
2024-07-09,54221.0,54791.0,53133.0,54566.0,2645362,144347798344.0
2024-07-10,54399.0,57010.0,54300.0,56753.0,1148005,65152569971.0
2024-07-11,56932.0,57012.0,56339.0,56347.0,1525921,85981244286.0
2024-07-12,56253.0,56426.0,55382.0,55702.0,619403,34502225490.0
2024-07-15,55483.0,56403.0,55324.0,55458.0,1542855,85564114710.0
2024-07-16,55831.0,57653.0,55001.0,57410.0,1317069,75613573159.0
2024-07-17,57627.0,59854.0,57249.0,59207.0,1305563,77297950292.0
2024-07-18,59174.0,59551.0,57423.0,57697.0,1911532,110289827700.0
2024-07-19,57655.0,58343.0,57289.0,57846.0,2156323,124735724015.0
2024-07-22,57398.0,58280.0,56549.0,57228.0,1338713,76611915045.0
2024-07-23,56875.0,57464.0,55588.0,56251.0,951662,53532369979.0
2024-07-24,56608.0,57820.0,56100.0,57312.0,760362,43577633386.0
2024-07-25,57298.0,57431.0,56968.0,57106.0,860733,49152838081.0
2024-07-26,57110.0,58550.0,55733.0,56967.0,1335255,76065375956.0
2024-07-29,57375.0,58313.0,57221.0,58009.0,1650295,95731147417.0
2024-07-30,57696.0,58825.0,56995.0,57136.0,1065935,60903788973.0
2024-07-31,56979.0,57238.0,56536.0,56946.0,1296210,73813803511.0
2024-08-01,56951.0,58601.0,56586.0,57848.0,2373757,137317140107.0
2024-08-02,58284.0,61001.0,58040.0,59556.0,1594583,94966770655.0
2024-08-05,59693.0,60130.0,58720.0,59272.0,2682807,159015234050.0
2024-08-06,59428.0,62119.0,58975.0,61584.0,1408051,86712890893.0
2024-08-07,61266.0,62698.0,61241.0,61798.0,591314,36541954842.0
2024-08-08,61619.0,62820.0,60924.0,61319.0,1164732,71419778129.0
2024-08-09,60898.0,61203.0,60578.0,60749.0,1664155,101095603903.0
2024-08-12,61099.0,61512.0,61039.0,61158.0,1998565,122227259306.0
2024-08-13,60582.0,62336.0,60451.0,62079.0,1652524,102586518378.0
2024-08-14,62204.0,64573.0,61939.0,63264.0,1598737,101141756359.0
2024-08-15,63019.0,64184.0,62333.0,63945.0,2488115,159103267010.0
2024-08-16,63865.0,64594.0,60892.0,61626.0,2276218,140273698176.0
2024-08-19,61969.0,62379.0,57063.0,58158.0,1427418,83015811487.0
2024-08-20,58510.0,58856.0,57680.0,58807.0,2458468,144575013114.0
2024-08-21,58624.0,61069.0,58246.0,60610.0,1640662,99440863564.0
2024-08-22,60723.0,61721.0,59272.0,60477.0,1573720,95173469440.0
2024-08-23,60781.0,61383.0,59878.0,60324.0,799828,48248425067.0
2024-08-26,60095.0,61042.0,58130.0,59205.0,1714912,101531643615.0
2024-08-27,59098.0,59786.0,58810.0,59447.0,1335777,79407665620.0
2024-08-28,59443.0,61614.0,58809.0,60311.0,1370120,82633932834.0
2024-08-29,60168.0,60843.0,60034.0,60526.0,770930,46661470091.0
2024-08-30,60127.0,60304.0,59186.0,59600.0,937948,55901648012.0
2024-09-02,60155.0,60296.0,59570.0,60218.0,763136,45954427431.0
2024-09-03,60177.0,61551.0,60036.0,61511.0,1794341,110371638764.0
2024-09-04,61146.0,63731.0,60605.0,63601.0,2138673,136022458768.0
2024-09-05,63843.0,64313.0,63370.0,64206.0,2001972,128538226993.0
2024-09-06,63787.0,64026.0,62302.0,62658.0,1060939,66476698104.0
2024-09-09,63435.0,64231.0,61264.0,62190.0,1578591,98172446848.0
2024-09-10,62416.0,62982.0,61113.0,62277.0,2257289,140576932980.0
2024-09-11,62470.0,63717.0,60592.0,61207.0,1782847,109122344673.0
2024-09-12,60790.0,60912.0,59986.0,60486.0,1013434,61298576502.0
2024-09-13,60226.0,60348.0,59955.0,60262.0,1250426,75353054881.0
2024-09-16,60624.0,61257.0,59413.0,60080.0,2124988,127669152340.0
2024-09-17,59653.0,60153.0,58682.0,59696.0,1778669,106179519442.0
2024-09-18,59695.0,60104.0,58463.0,58902.0,1742137,102615586218.0
2024-09-19,59277.0,60202.0,58522.0,59972.0,1742137,104478608311.0
