date,open,high,low,close,volume,trading_value
2024-06-21,250000.0,250476.0,245909.0,250000.0,1604886,401221500000.0
2024-06-24,248776.0,250562.0,242473.0,243246.0,2489259,605503306783.0
2024-06-25,244131.0,244166.0,236474.0,236931.0,1845495,437255373000.0
2024-06-26,236549.0,239267.0,236157.0,236721.0,1268314,300236787901.0
2024-06-27,238003.0,239803.0,235602.0,237558.0,993602,236037969584.0
2024-06-28,236550.0,246785.0,234326.0,243016.0,977851,237633501107.0
2024-07-01,244243.0,246862.0,235764.0,237233.0,748944,177673928297.0
2024-07-02,239938.0,242613.0,235531.0,241676.0,1042621,251976713926.0
2024-07-03,241675.0,242841.0,239915.0,240321.0,1544299,371126982948.0
2024-07-04,240140.0,242493.0,239080.0,240331.0,843170,202640190778.0
2024-07-05,242138.0,246296.0,234768.0,235502.0,1893603,445946613480.0
2024-07-08,234499.0,240331.0,229674.0,239154.0,1705933,407981027043.0
2024-07-09,236544.0,237544.0,223435.0,224486.0,1195809,268442755089.0
2024-07-10,225975.0,227567.0,217425.0,217544.0,2104220,457760799398.0
2024-07-11,216988.0,219043.0,213460.0,214418.0,986123,211442675709.0
2024-07-12,213608.0,214122.0,208944.0,210298.0,1151706,242201509315.0
2024-07-15,211174.0,212031.0,207237.0,210073.0,1997233,419564617902.0
2024-07-16,209945.0,211911.0,203558.0,207524.0,1902882,394894153673.0
2024-07-17,206024.0,213894.0,205700.0,212397.0,910896,193471807450.0
2024-07-18,212407.0,216097.0,202760.0,206079.0,1506183,310393002692.0
2024-07-19,206566.0,207205.0,205583.0,206057.0,2455339,505939292708.0
2024-07-22,207248.0,212614.0,205904.0,211164.0,1895411,400242164907.0
2024-07-23,212090.0,212191.0,205054.0,208397.0,778815,162302932236.0
2024-07-24,208787.0,213930.0,205733.0,213093.0,1272346,271128595156.0
2024-07-25,212289.0,214999.0,209911.0,212447.0,1125429,239093555336.0
2024-07-26,212260.0,216503.0,210973.0,211265.0,2948853,622989320811.0
2024-07-29,211085.0,223394.0,208674.0,222574.0,1212117,269785934352.0
2024-07-30,221205.0,223858.0,220980.0,222089.0,763042,169463603216.0
2024-07-31,221406.0,222006.0,217289.0,220268.0,1193361,262858871770.0
2024-08-01,218735.0,221288.0,217655.0,219086.0,1442817,316101624922.0
2024-08-02,217132.0,217417.0,215035.0,216693.0,1177897,255241473222.0
2024-08-05,215847.0,219096.0,215177.0,217488.0,1239305,269533395181.0
2024-08-06,217819.0,222125.0,209931.0,211430.0,912198,192866216344.0
2024-08-07,211960.0,218124.0,211911.0,216619.0,1764423,382207358954.0
2024-08-08,216816.0,218185.0,213458.0,216877.0,1291873,280177623210.0
2024-08-09,217582.0,217741.0,213480.0,214990.0,580371,124774158507.0
2024-08-12,215040.0,215724.0,212573.0,212986.0,1173456,249929371850.0
2024-08-13,213374.0,215512.0,207905.0,210771.0,1563083,329452742032.0
2024-08-14,210767.0,215630.0,209951.0,214301.0,1004333,215229867974.0
2024-08-15,213858.0,221290.0,211968.0,220885.0,565538,124918723671.0
2024-08-16,221191.0,225061.0,220840.0,223002.0,1695219,378036505597.0
2024-08-19,223809.0,224821.0,218893.0,219949.0,1382103,303991793302.0
2024-08-20,220429.0,223768.0,219570.0,220281.0,1051489,231623084949.0
2024-08-21,220123.0,224704.0,219777.0,221421.0,1999648,442764645720.0
2024-08-22,221803.0,222194.0,218302.0,221305.0,1168297,258550187204.0
2024-08-23,220806.0,228060.0,218512.0,224334.0,2223580,498824010131.0
2024-08-26,223090.0,223988.0,211824.0,215463.0,2002235,431407824321.0
2024-08-27,215661.0,221285.0,215013.0,220173.0,1711486,376823516987.0
2024-08-28,222114.0,222668.0,218164.0,221000.0,2104565,465108350193.0
2024-08-29,220157.0,225554.0,217605.0,225461.0,1772398,399607465693.0
2024-08-30,224036.0,230050.0,221033.0,227593.0,1967114,447700933480.0
2024-09-02,229196.0,229615.0,226395.0,227662.0,1697612,386482540237.0
2024-09-03,227017.0,232503.0,226614.0,227986.0,1272079,290016015418.0
2024-09-04,228895.0,232709.0,225725.0,228744.0,1513126,346118545538.0
2024-09-05,227488.0,230695.0,225619.0,229509.0,1424222,326871971925.0
2024-09-06,229159.0,231020.0,227487.0,229440.0,1695955,389120094132.0
2024-09-09,229738.0,236653.0,228078.0,233529.0,2171149,507025559541.0
2024-09-10,232884.0,244547.0,231962.0,240085.0,2116086,508040798390.0
2024-09-11,241659.0,250965.0,239492.0,247602.0,1866508,462150276596.0
2024-09-12,246806.0,247677.0,238798.0,243347.0,1551096,377454900909.0
2024-09-13,243241.0,243958.0,239598.0,240085.0,812086,194969774635.0
2024-09-16,241632.0,243752.0,239525.0,241911.0,1318552,318972790432.0
2024-09-17,240617.0,242587.0,237413.0,241337.0,999806,241290259214.0
2024-09-18,243072.0,244296.0,238035.0,239579.0,1389816,332970947272.0
2024-09-19,240652.0,242695.0,234793.0,235204.0,1389816,326889595237.0
