date,open,high,low,close,volume,trading_value
2024-06-21,50000.0,50282.0,49921.0,50000.0,1807559,90377950000.0
2024-06-24,50134.0,50400.0,49158.0,49190.0,882716,43420784263.0
2024-06-25,49361.0,49657.0,47094.0,47952.0,1892003,90724464953.0
2024-06-26,47857.0,48313.0,46358.0,46738.0,1559328,72879699909.0
2024-06-27,46722.0,46936.0,45326.0,45602.0,849846,38754898938.0
2024-06-28,45439.0,45855.0,42748.0,43922.0,728678,32005344962.0
2024-07-01,44072.0,44120.0,43841.0,44096.0,1649750,72747219840.0
2024-07-02,44035.0,45234.0,43379.0,45189.0,1147196,51841134818.0
2024-07-03,45172.0,45389.0,44700.0,45214.0,1268132,57337684896.0
2024-07-04,45466.0,45971.0,44687.0,44730.0,679355,30387485893.0
2024-07-05,44779.0,45940.0,42900.0,43447.0,2187578,95044469264.0
2024-07-08,43600.0,44257.0,42982.0,44140.0,1382616,61028759985.0
2024-07-09,44263.0,45504.0,43782.0,44700.0,1034038,46221012119.0
2024-07-10,44494.0,46584.0,43968.0,45366.0,1830583,83046790044.0
2024-07-11,45611.0,46083.0,44577.0,44802.0,1173951,52595691358.0
2024-07-12,44583.0,45603.0,44153.0,44798.0,628537,28157060278.0
2024-07-15,44694.0,45255.0,44143.0,44413.0,2148715,95431454766.0
2024-07-16,44437.0,44720.0,42686.0,42744.0,905053,38685958270.0
2024-07-17,42804.0,43040.0,42587.0,43033.0,1728491,74382668195.0
2024-07-18,42887.0,44738.0,42694.0,44145.0,1228029,54210747674.0
2024-07-19,44127.0,44322.0,43902.0,44208.0,2063200,91209588794.0
2024-07-22,44373.0,44975.0,42591.0,42960.0,1687677,72503443211.0
2024-07-23,43324.0,43683.0,43044.0,43461.0,2251649,97859639668.0
2024-07-24,43754.0,44723.0,43551.0,44487.0,939673,41803253254.0
2024-07-25,44150.0,45605.0,43757.0,44961.0,872890,39246038840.0
2024-07-26,44626.0,46151.0,44359.0,44926.0,1833586,82374864834.0
2024-07-29,45103.0,46593.0,44916.0,46029.0,1144286,52670676555.0
2024-07-30,45900.0,46115.0,44958.0,45361.0,869559,39444320590.0
2024-07-31,45348.0,45600.0,44920.0,45137.0,1796584,81092225403.0
2024-08-01,45112.0,45172.0,43591.0,43893.0,1607634,70563497385.0
2024-08-02,44079.0,45860.0,43534.0,45521.0,1217367,55415811605.0
2024-08-05,45233.0,45403.0,44809.0,45265.0,1214573,54977241467.0
2024-08-06,44765.0,45194.0,44405.0,45047.0,839325,37808931002.0
2024-08-07,45143.0,45652.0,43434.0,43594.0,1706577,74397049024.0
2024-08-08,43442.0,44711.0,42828.0,43937.0,1650245,72506614212.0
2024-08-09,43938.0,43948.0,42775.0,43458.0,1900231,82580658589.0
2024-08-12,43450.0,43629.0,41682.0,42685.0,1699817,72556099730.0
2024-08-13,43050.0,43978.0,43013.0,43776.0,2289523,100226698987.0
2024-08-14,43964.0,44922.0,43843.0,44778.0,1330460,59575666373.0
2024-08-15,44433.0,45530.0,44343.0,45087.0,1267724,57157907372.0
2024-08-16,45272.0,45591.0,43719.0,44356.0,2190933,97181197035.0
2024-08-19,44181.0,44188.0,42994.0,43081.0,1702665,73353110239.0
2024-08-20,43187.0,43513.0,41573.0,41899.0,1468764,61540462958.0
2024-08-21,42107.0,43031.0,42018.0,42976.0,1020406,43853113277.0
2024-08-22,42817.0,43805.0,42763.0,43002.0,1692637,72786743661.0
2024-08-23,43117.0,43652.0,42867.0,43374.0,1453246,63033341315.0
2024-08-26,43805.0,43895.0,42472.0,42569.0,766961,32648657238.0
2024-08-27,42419.0,43617.0,42374.0,43454.0,1578643,68597847987.0
2024-08-28,43160.0,43621.0,42917.0,43383.0,2063878,89537139965.0
2024-08-29,43442.0,43986.0,41859.0,42334.0,999173,42299366006.0
2024-08-30,42452.0,42788.0,41287.0,41723.0,2043368,85255732602.0
2024-09-02,41466.0,41961.0,40423.0,40838.0,1719900,70236675169.0
2024-09-03,40711.0,42062.0,40673.0,41596.0,1404011,58400607398.0
2024-09-04,41614.0,43322.0,40674.0,43258.0,1226140,53040358170.0
2024-09-05,43204.0,44214.0,42822.0,43574.0,1389610,60550337686.0
2024-09-06,43390.0,45295.0,42925.0,44201.0,1033290,45672842288.0
2024-09-09,44177.0,44718.0,43678.0,43761.0,736690,32238067509.0
2024-09-10,43827.0,45074.0,43344.0,44620.0,2807403,125266581723.0
2024-09-11,44494.0,45066.0,42792.0,42798.0,811041,34710917819.0
2024-09-12,43042.0,43329.0,41435.0,41965.0,1020188,42812198454.0
2024-09-13,42044.0,42447.0,41551.0,42260.0,1728803,73059880504.0
2024-09-16,42433.0,42570.0,40328.0,40967.0,1305994,53502058200.0
2024-09-17,40902.0,42250.0,40720.0,42215.0,1997855,84340206539.0
2024-09-18,42182.0,42724.0,42035.0,42714.0,684408,29233795986.0
2024-09-19,42367.0,42962.0,42349.0,42470.0,684408,29066710340.0
